sex,drug,source,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
male,Etanercept,GO_BP,GO:0099504,synaptic vesicle cycle,1/11,165/12671,0.1343188072955821,0.19547513575697842,0.13585907000788075,SV2B,1
male,Etanercept,GO_BP,GO:0006959,humoral immune response,1/11,168/12671,0.13660128290686513,0.1976924122068798,0.13740012081860117,C1QBP,1
male,Etanercept,GO_BP,GO:0140053,mitochondrial gene expression,1/11,168/12671,0.13660128290686513,0.1976924122068798,0.13740012081860117,C1QBP,1
male,Etanercept,GO_BP,GO:0016064,immunoglobulin mediated immune response,1/11,169/12671,0.1373608914718516,0.1982410649773814,0.1377814453019885,C1QBP,1
male,Etanercept,GO_BP,GO:0045055,regulated exocytosis,1/11,171/12671,0.13887828627034082,0.1998773125603524,0.1389186696045282,SV2B,1
male,Etanercept,GO_BP,GO:0019724,B cell mediated immunity,1/11,172/12671,0.1396360733784231,0.20041430917399017,0.13929189282928098,C1QBP,1
male,Etanercept,GO_BP,GO:0001667,ameboidal-type cell migration,1/11,174/12671,0.14114982919661134,0.2009263962061052,0.13964780340418265,C1QBP,1
male,Etanercept,GO_BP,GO:0003018,vascular process in circulatory system,1/11,174/12671,0.14114982919661134,0.2009263962061052,0.13964780340418265,NOS3,1
male,Etanercept,GO_BP,GO:0007548,sex differentiation,1/11,174/12671,0.14114982919661134,0.2009263962061052,0.13964780340418265,NOS3,1
male,Etanercept,GO_BP,GO:0071695,anatomical structure maturation,1/11,176/12671,0.14266116339336798,0.20252443086633437,0.14075846897266195,BFSP1,1
male,Etanercept,GO_BP,GO:0000724,double-strand break repair via homologous recombination,1/11,178/12671,0.1441700794558286,0.2028601313365775,0.14099178741243087,C1QBP,1
male,Etanercept,GO_BP,GO:0097529,myeloid leukocyte migration,1/11,178/12671,0.1441700794558286,0.2028601313365775,0.14099178741243087,C1QBP,1
male,Etanercept,GO_BP,GO:0016241,regulation of macroautophagy,1/11,179/12671,0.1449236317752065,0.2028601313365775,0.14099178741243087,SESN2,1
male,Etanercept,GO_BP,GO:0007596,blood coagulation,1/11,180/12671,0.14567658086666302,0.2028601313365775,0.14099178741243087,NOS3,1
male,Etanercept,GO_BP,GO:0042593,glucose homeostasis,1/11,180/12671,0.14567658086666302,0.2028601313365775,0.14099178741243087,SESN2,1
male,Etanercept,GO_BP,GO:0071222,cellular response to lipopolysaccharide,1/11,180/12671,0.14567658086666302,0.2028601313365775,0.14099178741243087,NOS3,1
male,Etanercept,GO_BP,GO:0030595,leukocyte chemotaxis,1/11,181/12671,0.14642892716483513,0.2028601313365775,0.14099178741243087,C1QBP,1
male,Etanercept,GO_BP,GO:0033500,carbohydrate homeostasis,1/11,181/12671,0.14642892716483513,0.2028601313365775,0.14099178741243087,SESN2,1
male,Etanercept,GO_BP,GO:0050817,coagulation,1/11,182/12671,0.14718067110408117,0.2028601313365775,0.14099178741243087,NOS3,1
male,Etanercept,GO_BP,GO:0050866,negative regulation of cell activation,1/11,182/12671,0.14718067110408117,0.2028601313365775,0.14099178741243087,NOS3,1
male,Etanercept,GO_BP,GO:0071674,mononuclear cell migration,1/11,182/12671,0.14718067110408117,0.2028601313365775,0.14099178741243087,C1QBP,1
male,Etanercept,GO_BP,GO:0044242,cellular lipid catabolic process,1/11,183/12671,0.14793181311848247,0.2033162893632521,0.1413088262268082,SESN2,1
male,Etanercept,GO_BP,GO:0000725,recombinational repair,1/11,184/12671,0.1486823536418408,0.2033162893632521,0.1413088262268082,C1QBP,1
male,Etanercept,GO_BP,GO:0002685,regulation of leukocyte migration,1/11,184/12671,0.1486823536418408,0.2033162893632521,0.1413088262268082,C1QBP,1
male,Etanercept,GO_BP,GO:0042770,signal transduction in response to DNA damage,1/11,185/12671,0.14943229310768036,0.2038068709662342,0.14164979010482792,SESN2,1
male,Etanercept,GO_BP,GO:0007599,hemostasis,1/11,186/12671,0.15018163194924816,0.20429407374819397,0.14198840563567783,NOS3,1
male,Etanercept,GO_BP,GO:0071219,cellular response to molecule of bacterial origin,1/11,188/12671,0.15167850949116668,0.20520406087467932,0.14262086461438464,NOS3,1
male,Etanercept,GO_BP,GO:2001234,negative regulation of apoptotic signaling pathway,1/11,188/12671,0.15167850949116668,0.20520406087467932,0.14262086461438464,NOS3,1
male,Etanercept,GO_BP,GO:0001894,tissue homeostasis,1/11,189/12671,0.1524260490566236,0.20520406087467932,0.14262086461438464,NOS3,1
male,Etanercept,GO_BP,GO:0060249,anatomical structure homeostasis,1/11,189/12671,0.1524260490566236,0.20520406087467932,0.14262086461438464,NOS3,1
male,Etanercept,GO_BP,GO:1904062,regulation of monoatomic cation transmembrane transport,1/11,190/12671,0.15317298972802085,0.20567816404200737,0.14295037565501675,STIMATE,1
male,Etanercept,GO_BP,GO:0048608,reproductive structure development,1/11,192/12671,0.15466507611579872,0.2071478268800286,0.1439718202782702,NOS3,1
male,Etanercept,GO_BP,GO:0097191,extrinsic apoptotic signaling pathway,1/11,194/12671,0.15615477210606166,0.2085312132911577,0.14493330108527783,NOS3,1
male,Etanercept,GO_BP,GO:0019318,hexose metabolic process,1/11,195/12671,0.1568987247795275,0.2085312132911577,0.14493330108527783,SESN2,1
male,Etanercept,GO_BP,GO:0061458,reproductive system development,1/11,195/12671,0.1568987247795275,0.2085312132911577,0.14493330108527783,NOS3,1
male,Etanercept,GO_BP,GO:0009165,nucleotide biosynthetic process,1/11,197/12671,0.1583848416355158,0.20943782358401963,0.14556341309809628,NOS3,1
male,Etanercept,GO_BP,GO:0099003,vesicle-mediated transport in synapse,1/11,197/12671,0.1583848416355158,0.20943782358401963,0.14556341309809628,SV2B,1
male,Etanercept,GO_BP,GO:0006874,intracellular calcium ion homeostasis,1/11,198/12671,0.15912700667816526,0.20988650754259264,0.14587525728791167,SV2B,1
male,Etanercept,GO_BP,GO:0031331,positive regulation of cellular catabolic process,1/11,204/12671,0.16356751658982305,0.21519867712953994,0.14956731979505353,SESN2,1
male,Etanercept,GO_BP,GO:0060485,mesenchyme development,1/11,205/12671,0.16430552551879662,0.21562513550451648,0.14986371676644847,NOS3,1
male,Etanercept,GO_BP,GO:0034765,regulation of monoatomic ion transmembrane transport,1/11,206/12671,0.16504294243033968,0.2160486758949924,0.15015808568113423,STIMATE,1
male,Etanercept,GO_BP,GO:0043010,camera-type eye development,1/11,208/12671,0.16651600191065674,0.21743066916153425,0.1511185982252102,BFSP1,1
male,Etanercept,GO_BP,GO:0051259,protein complex oligomerization,1/11,209/12671,0.167251645333507,0.21784526804689286,0.1514067526177011,KCTD9,1
male,Etanercept,GO_BP,GO:0006282,regulation of DNA repair,1/11,210/12671,0.16798669844707903,0.21825703214695305,0.15169293677856724,C1QBP,1
male,Etanercept,GO_BP,GO:0031348,negative regulation of defense response,1/11,213/12671,0.17018832019428354,0.219194308221388,0.15234436211366295,C1QBP,1
male,Etanercept,GO_BP,GO:0045765,regulation of angiogenesis,1/11,213/12671,0.17018832019428354,0.219194308221388,0.15234436211366295,NOS3,1
male,Etanercept,GO_BP,GO:0032868,response to insulin,1/11,214/12671,0.17092101633153378,0.219194308221388,0.15234436211366295,SESN2,1
male,Etanercept,GO_BP,GO:0055074,calcium ion homeostasis,1/11,214/12671,0.17092101633153378,0.219194308221388,0.15234436211366295,SV2B,1
male,Etanercept,GO_BP,GO:0071216,cellular response to biotic stimulus,1/11,214/12671,0.17092101633153378,0.219194308221388,0.15234436211366295,NOS3,1
male,Etanercept,GO_BP,GO:0005996,monosaccharide metabolic process,1/11,215/12671,0.1716531242885342,0.219194308221388,0.15234436211366295,SESN2,1
male,Etanercept,GO_BP,GO:0048511,rhythmic process,1/11,215/12671,0.1716531242885342,0.219194308221388,0.15234436211366295,NOS3,1
male,Etanercept,GO_BP,GO:1901342,regulation of vasculature development,1/11,216/12671,0.17238464449027024,0.21959021950961075,0.1526195282580182,NOS3,1
male,Etanercept,GO_BP,GO:0007033,vacuole organization,1/11,222/12671,0.17676144660496607,0.2246163748321642,0.15611280521722293,GABARAPL1,1
male,Etanercept,GO_BP,GO:0070588,calcium ion transmembrane transport,1/11,227/12671,0.18039269613491526,0.22811794826769624,0.15854646773227096,STIMATE,1
male,Etanercept,GO_BP,GO:0072522,purine-containing compound biosynthetic process,1/11,227/12671,0.18039269613491526,0.22811794826769624,0.15854646773227096,NOS3,1
male,Etanercept,GO_BP,GO:0006520,amino acid metabolic process,1/11,228/12671,0.1811171963231597,0.22847956243187945,0.15879779669980107,NOS3,1
male,Etanercept,GO_BP,GO:0032984,protein-containing complex disassembly,1/11,229/12671,0.18184111425616967,0.2288386969262425,0.15904740224795924,GABARAPL1,1
male,Etanercept,GO_BP,GO:0021700,developmental maturation,1/11,231/12671,0.18328720504092788,0.2301027321116227,0.1599259316019764,BFSP1,1
male,Etanercept,GO_BP,GO:0060326,cell chemotaxis,1/11,233/12671,0.18473097185536502,0.23135777965539708,0.1607982143680303,C1QBP,1
male,Etanercept,GO_BP,GO:0001654,eye development,1/11,238/12671,0.18833024357278183,0.23529989664608952,0.16353806333216447,BFSP1,1
male,Etanercept,GO_BP,GO:0002221,pattern recognition receptor signaling pathway,1/11,240/12671,0.1897659029372758,0.23652640055100643,0.16439050770693245,C1QBP,1
male,Etanercept,GO_BP,GO:0150063,visual system development,1/11,242/12671,0.1911992534257424,0.2377441790806964,0.1652368877740369,BFSP1,1
male,Etanercept,GO_BP,GO:0034976,response to endoplasmic reticulum stress,1/11,245/12671,0.193344957326279,0.2392701253372716,0.1662974504819102,SESN2,1
male,Etanercept,GO_BP,GO:0048880,sensory system development,1/11,245/12671,0.193344957326279,0.2392701253372716,0.1662974504819102,BFSP1,1
male,Etanercept,GO_BP,GO:0016042,lipid catabolic process,1/11,252/12671,0.1983314895622268,0.24485949303772547,0.17018217113845352,SESN2,1
male,Etanercept,GO_BP,GO:0001818,negative regulation of cytokine production,1/11,253/12671,0.19904155910202992,0.24515520636443872,0.1703876977257641,C1QBP,1
male,Etanercept,GO_BP,GO:0002758,innate immune response-activating signaling pathway,1/11,258/12671,0.20258333798584105,0.24834333903676042,0.17260351273592403,C1QBP,1
male,Etanercept,GO_BP,GO:1903311,regulation of mRNA metabolic process,1/11,258/12671,0.20258333798584105,0.24834333903676042,0.17260351273592403,C1QBP,1
male,Etanercept,GO_BP,GO:0031589,cell-substrate adhesion,1/11,264/12671,0.20681467584628488,0.25293531952092585,0.17579502962965657,C1QBP,1
male,Etanercept,GO_BP,GO:0050878,regulation of body fluid levels,1/11,270/12671,0.21102559223368034,0.2574808748331322,0.17895428011434988,NOS3,1
male,Etanercept,GO_BP,GO:0051607,defense response to virus,1/11,271/12671,0.21172543244700404,0.2577311923011428,0.17912825568561092,C1QBP,1
male,Etanercept,GO_BP,GO:0006887,exocytosis,1/11,272/12671,0.21242470827305893,0.25797965736658207,0.17930094380059447,SV2B,1
male,Etanercept,GO_BP,GO:0032496,response to lipopolysaccharide,1/11,275/12671,0.21451915352297957,0.2599173929894706,0.18064770822987752,NOS3,1
male,Etanercept,GO_BP,GO:0002218,activation of innate immune response,1/11,277/12671,0.2159126359234671,0.2606305917419611,0.18114339541213179,C1QBP,1
male,Etanercept,GO_BP,GO:0003012,muscle system process,1/11,278/12671,0.21660853401971047,0.2606305917419611,0.18114339541213179,NOS3,1
male,Etanercept,GO_BP,GO:0034504,protein localization to nucleus,1/11,278/12671,0.21660853401971047,0.2606305917419611,0.18114339541213179,SESN2,1
male,Etanercept,GO_BP,GO:0097193,intrinsic apoptotic signaling pathway,1/11,281/12671,0.21869286078867178,0.2615569209038153,0.1817872124273411,TP53BP2,1
male,Etanercept,GO_BP,GO:1901293,nucleoside phosphate biosynthetic process,1/11,281/12671,0.21869286078867178,0.2615569209038153,0.1817872124273411,NOS3,1
male,Etanercept,GO_BP,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",1/11,282/12671,0.21938651523026353,0.2615569209038153,0.1817872124273411,C1QBP,1
male,Etanercept,GO_BP,GO:0000398,"mRNA splicing, via spliceosome",1/11,282/12671,0.21938651523026353,0.2615569209038153,0.1817872124273411,C1QBP,1
male,Etanercept,GO_BP,GO:0000375,"RNA splicing, via transesterification reactions",1/11,286/12671,0.2221555381087652,0.2642535053759513,0.1836613917553839,C1QBP,1
male,Etanercept,GO_BP,GO:0002237,response to molecule of bacterial origin,1/11,289/12671,0.22422644201022035,0.2661092853925394,0.184951195423848,NOS3,1
male,Etanercept,GO_BP,GO:0006631,fatty acid metabolic process,1/11,290/12671,0.22491562866325587,0.266320551212628,0.18509802933052638,SESN2,1
male,Etanercept,GO_BP,GO:0006302,double-strand break repair,1/11,296/12671,0.22903907311487204,0.27058811132165156,0.18806406767279146,C1QBP,1
male,Etanercept,GO_BP,GO:0034762,regulation of transmembrane transport,1/11,297/12671,0.22972437171654814,0.2707837051228995,0.18820000921765317,STIMATE,1
male,Etanercept,GO_BP,GO:0048872,homeostasis of number of cells,1/11,298/12671,0.23040911649682239,0.2709777645481816,0.188334884340993,NOS3,1
male,Etanercept,GO_BP,GO:0015980,energy derivation by oxidation of organic compounds,1/11,303/12671,0.2338245471676158,0.273758627133321,0.19026763861776427,GABARAPL1,1
male,Etanercept,GO_BP,GO:0051051,negative regulation of transport,1/11,303/12671,0.2338245471676158,0.273758627133321,0.19026763861776427,NOS3,1
male,Etanercept,GO_BP,GO:0001558,regulation of cell growth,1/11,304/12671,0.23450597747010293,0.2739408391522951,0.19039427956033847,SESN2,1
male,Etanercept,GO_BP,GO:0006310,DNA recombination,1/11,307/12671,0.23654696393966357,0.27509144690304627,0.19119397461288598,C1QBP,1
male,Etanercept,GO_BP,GO:0042254,ribosome biogenesis,1/11,307/12671,0.23654696393966357,0.27509144690304627,0.19119397461288598,C1QBP,1
male,Etanercept,GO_BP,GO:0050900,leukocyte migration,1/11,311/12671,0.2392605838319316,0.2776275371412837,0.19295660728679986,C1QBP,1
male,Etanercept,GO_BP,GO:0030522,intracellular receptor signaling pathway,1/11,315/12671,0.24196543243532265,0.2801422006640069,0.19470434797134736,C1QBP,1
male,Etanercept,GO_BP,GO:0008015,blood circulation,1/11,317/12671,0.24331457548274193,0.2804577297046649,0.19492364687019847,NOS3,1
male,Etanercept,GO_BP,GO:0050804,modulation of chemical synaptic transmission,1/11,317/12671,0.24331457548274193,0.2804577297046649,0.19492364687019847,SV2B,1
male,Etanercept,GO_BP,GO:0099177,regulation of trans-synaptic signaling,1/11,318/12671,0.2439883280867321,0.28061350757878023,0.19503191556137062,SV2B,1
male,Etanercept,GO_BP,GO:2001233,regulation of apoptotic signaling pathway,1/11,320/12671,0.24533419744358442,0.2815399049958314,0.19567578001528646,NOS3,1
male,Etanercept,GO_BP,GO:0023061,signal release,1/11,321/12671,0.246006314990999,0.28169074749518785,0.19578061852377943,SV2B,1
male,Etanercept,GO_BP,GO:0001701,in utero embryonic development,1/11,323/12671,0.24734891780825763,0.28198859119934844,0.1959876257653821,NOS3,1
male,Etanercept,GO_BP,GO:0043434,response to peptide hormone,1/11,323/12671,0.24734891780825763,0.28198859119934844,0.1959876257653821,SESN2,1
male,Etanercept,GO_BP,GO:0002449,lymphocyte mediated immunity,1/11,326/12671,0.24935874728586116,0.2830411924530145,0.19671920437182946,C1QBP,1
male,Etanercept,GO_BP,GO:0042060,wound healing,1/11,326/12671,0.24935874728586116,0.2830411924530145,0.19671920437182946,NOS3,1
male,Etanercept,GO_BP,GO:0006935,chemotaxis,1/11,328/12671,0.2506959217238056,0.2833244581737586,0.1969160796277866,C1QBP,1
male,Etanercept,GO_BP,GO:0042330,taxis,1/11,328/12671,0.2506959217238056,0.2833244581737586,0.1969160796277866,C1QBP,1
male,Etanercept,GO_BP,GO:0044057,regulation of system process,1/11,334/12671,0.2546944627740564,0.28722037901576486,0.19962382135856777,NOS3,1
male,Etanercept,GO_BP,GO:0045089,positive regulation of innate immune response,1/11,335/12671,0.25535899717540866,0.287347813236259,0.19971239065213273,C1QBP,1
male,Etanercept,GO_BP,GO:0010506,regulation of autophagy,1/11,337/12671,0.25668645028555614,0.28821905301460077,0.20031791946059732,SESN2,1
male,Etanercept,GO_BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,1/11,338/12671,0.2573493697801934,0.28834198205479733,0.20040335756510821,C1QBP,1
male,Etanercept,GO_BP,GO:0002697,regulation of immune effector process,1/11,340/12671,0.2586735966112913,0.28920374213408323,0.20100229779598872,C1QBP,1
male,Etanercept,GO_BP,GO:0007423,sensory organ development,1/11,344/12671,0.26131561261583947,0.2915319789568573,0.20262046825165958,BFSP1,1
male,Etanercept,GO_BP,GO:0045786,negative regulation of cell cycle,1/11,346/12671,0.2626334080515994,0.2923760803309472,0.20320713533457085,TP53BP2,1
male,Etanercept,GO_BP,GO:0009615,response to virus,1/11,353/12671,0.26722887939801065,0.2968576677321184,0.20632192686099354,C1QBP,1
male,Etanercept,GO_BP,GO:0002833,positive regulation of response to biotic stimulus,1/11,354/12671,0.2678832455553922,0.29695142751991355,0.20638709176048137,C1QBP,1
male,Etanercept,GO_BP,GO:0006163,purine nucleotide metabolic process,1/11,359/12671,0.2711471150421688,0.2999313098449468,0.2084581686769607,NOS3,1
male,Etanercept,GO_BP,GO:0016049,cell growth,1/11,361/12671,0.2724489547998533,0.30073285053119403,0.20901525524342005,SESN2,1
male,Etanercept,GO_BP,GO:0140694,non-membrane-bounded organelle assembly,1/11,363/12671,0.273748680323635,0.30152867325288335,0.20956836771187365,C1QBP,1
male,Etanercept,GO_BP,GO:0098771,inorganic ion homeostasis,1/11,370/12671,0.27828111465111993,0.3058743897325601,0.2125887262713419,SV2B,1
male,Etanercept,GO_BP,GO:0090066,regulation of anatomical structure size,1/11,373/12671,0.2802157024691848,0.30735238102409534,0.2136159593338495,NOS3,1
male,Etanercept,GO_BP,GO:0030003,intracellular monoatomic cation homeostasis,1/11,375/12671,0.28150280735452626,0.3081154677136727,0.2141463196151195,SV2B,1
male,Etanercept,GO_BP,GO:0003013,circulatory system process,1/11,377/12671,0.2827878195569057,0.30887306915963914,0.2146728675440264,NOS3,1
male,Etanercept,GO_BP,GO:0006873,intracellular monoatomic ion homeostasis,1/11,381/12671,0.28535157815964163,0.31102128079743363,0.21616591694982762,SV2B,1
male,Etanercept,GO_BP,GO:0048729,tissue morphogenesis,1/11,384/12671,0.28726892656886305,0.31180648071328676,0.21671164635896686,NOS3,1
male,Etanercept,GO_BP,GO:1903530,regulation of secretion by cell,1/11,384/12671,0.28726892656886305,0.31180648071328676,0.21671164635896686,SV2B,1
male,Etanercept,GO_BP,GO:0022411,cellular component disassembly,1/11,385/12671,0.2879070027312901,0.31184937302079446,0.2167414573576186,GABARAPL1,1
male,Etanercept,GO_BP,GO:0010562,positive regulation of phosphorus metabolic process,1/11,395/12671,0.294259262679483,0.3167542889586996,0.22015047055620304,NOS3,1
male,Etanercept,GO_BP,GO:0045785,positive regulation of cell adhesion,1/11,395/12671,0.294259262679483,0.3167542889586996,0.22015047055620304,C1QBP,1
male,Etanercept,GO_BP,GO:0045937,positive regulation of phosphate metabolic process,1/11,395/12671,0.294259262679483,0.3167542889586996,0.22015047055620304,NOS3,1
male,Etanercept,GO_BP,GO:0001525,angiogenesis,1/11,396/12671,0.2948916468527092,0.31678051136136387,0.22016869564260871,NOS3,1
male,Etanercept,GO_BP,GO:0007507,heart development,1/11,399/12671,0.2967857097996466,0.3181591662666993,0.22112688795988397,NOS3,1
male,Etanercept,GO_BP,GO:1903829,positive regulation of protein localization,1/11,402/12671,0.29867514631267567,0.319527209915614,0.2220777052449161,SESN2,1
male,Etanercept,GO_BP,GO:0045088,regulation of innate immune response,1/11,407/12671,0.30181395382471843,0.32222350398089816,0.22395168273447616,C1QBP,1
male,Etanercept,GO_BP,GO:0002443,leukocyte mediated immunity,1/11,409/12671,0.30306589692944375,0.3228984300618409,0.22442076965607288,C1QBP,1
male,Etanercept,GO_BP,GO:0031329,regulation of cellular catabolic process,1/11,410/12671,0.30369110286108436,0.32290421345025505,0.2244247892249474,SESN2,1
male,Etanercept,GO_BP,GO:0006091,generation of precursor metabolites and energy,1/11,413/12671,0.3055636626672219,0.324233540223264,0.22534869751854292,GABARAPL1,1
male,Etanercept,GO_BP,GO:0009117,nucleotide metabolic process,1/11,415/12671,0.30680949128752744,0.3248902083113785,0.22580509477546057,NOS3,1
male,Etanercept,GO_BP,GO:0051046,regulation of secretion,1/11,416/12671,0.3074316433433235,0.3248902083113785,0.22580509477546057,SV2B,1
male,Etanercept,GO_BP,GO:0060627,regulation of vesicle-mediated transport,1/11,417/12671,0.3080532877271036,0.3248902083113785,0.22580509477546057,SV2B,1
male,Etanercept,GO_BP,GO:0008380,RNA splicing,1/11,421/12671,0.3105347959956467,0.32618675143897563,0.22670621778969113,C1QBP,1
male,Etanercept,GO_BP,GO:0009611,response to wounding,1/11,421/12671,0.3105347959956467,0.32618675143897563,0.22670621778969113,NOS3,1
male,Etanercept,GO_BP,GO:0055080,monoatomic cation homeostasis,1/11,429/12671,0.31547355739348104,0.33070769296177793,0.22984836120588265,SV2B,1
male,Etanercept,GO_BP,GO:0002683,negative regulation of immune system process,1/11,433/12671,0.3179308579848499,0.3312839540202136,0.23024887399323865,C1QBP,1
male,Etanercept,GO_BP,GO:0031349,positive regulation of defense response,1/11,433/12671,0.3179308579848499,0.3312839540202136,0.23024887399323865,C1QBP,1
male,Etanercept,GO_BP,GO:0050801,monoatomic ion homeostasis,1/11,433/12671,0.3179308579848499,0.3312839540202136,0.23024887399323865,SV2B,1
male,Etanercept,GO_BP,GO:0040008,regulation of growth,1/11,438/12671,0.32099120573794326,0.33380522592708267,0.2320012076349459,SESN2,1
male,Etanercept,GO_BP,GO:0048514,blood vessel morphogenesis,1/11,446/12671,0.3258618059070395,0.33819522087164855,0.23505234059975172,NOS3,1
male,Etanercept,GO_BP,GO:0030855,epithelial cell differentiation,1/11,449/12671,0.32768007713711933,0.339310050124764,0.23582716889164324,BFSP1,1
male,Etanercept,GO_BP,GO:0022613,ribonucleoprotein complex biogenesis,1/11,450/12671,0.3282851760694946,0.339310050124764,0.23582716889164324,C1QBP,1
male,Etanercept,GO_BP,GO:0006397,mRNA processing,1/11,451/12671,0.3288897798714123,0.339310050124764,0.23582716889164324,C1QBP,1
male,Etanercept,GO_BP,GO:0007268,chemical synaptic transmission,1/11,454/12671,0.33070062413984924,0.33983239679854327,0.23619021011960584,SV2B,1
male,Etanercept,GO_BP,GO:0098916,anterograde trans-synaptic signaling,1/11,454/12671,0.33070062413984924,0.33983239679854327,0.23619021011960584,SV2B,1
male,Etanercept,GO_BP,GO:0044283,small molecule biosynthetic process,1/11,456/12671,0.3319053846789646,0.34039902641287506,0.2365840288635802,SESN2,1
male,Etanercept,GO_BP,GO:0099537,trans-synaptic signaling,1/11,458/12671,0.3331081734335932,0.34090647071592395,0.23693671265032396,SV2B,1
male,Etanercept,GO_BP,GO:0051052,regulation of DNA metabolic process,1/11,459/12671,0.33370882929965684,0.34090647071592395,0.23693671265032396,C1QBP,1
male,Etanercept,GO_BP,GO:0032787,monocarboxylic acid metabolic process,1/11,462/12671,0.3355078472052032,0.3420735585008041,0.23774786165123063,SESN2,1
male,Etanercept,GO_BP,GO:0002757,immune response-activating signaling pathway,1/11,465/12671,0.3373024481771948,0.34323159277405957,0.23855271828321345,C1QBP,1
male,Etanercept,GO_BP,GO:0071396,cellular response to lipid,1/11,469/12671,0.3396883955581278,0.34498568047911227,0.23977184379192773,NOS3,1
male,Etanercept,GO_BP,GO:0072521,purine-containing compound metabolic process,1/11,471/12671,0.34087843835082265,0.34545105133141973,0.24009528570160293,NOS3,1
male,Etanercept,GO_BP,GO:0080135,regulation of cellular response to stress,1/11,472/12671,0.3414727282834571,0.34545105133141973,0.24009528570160293,C1QBP,1
male,Etanercept,GO_BP,GO:1901699,cellular response to nitrogen compound,1/11,474/12671,0.34265984701968666,0.3459801943745286,0.240463050540131,SESN2,1
male,Etanercept,GO_BP,GO:0043009,chordate embryonic development,1/11,476/12671,0.3438450199789599,0.34650532961129227,0.24082802987429952,NOS3,1
male,Etanercept,GO_BP,GO:0099536,synaptic signaling,1/11,481/12671,0.3467994584334392,0.3488079495054475,0.24242839605995345,SV2B,1
male,Etanercept,GO_BP,GO:0002831,regulation of response to biotic stimulus,1/11,484/12671,0.34856631140639704,0.3492366312360247,0.24272633830728862,C1QBP,1
male,Etanercept,GO_BP,GO:0009896,positive regulation of catabolic process,1/11,484/12671,0.34856631140639704,0.3492366312360247,0.24272633830728862,SESN2,1
male,Etanercept,GO_BP,GO:0009792,embryo development ending in birth or egg hatching,1/11,486/12671,0.3497417984679134,0.3497417984679134,0.24307743948472013,NOS3,1
male,Etanercept,KEGG,hsa00220,Arginine biosynthesis,1/5,15/6093,0.012252752440274794,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04136,Autophagy - other,1/5,31/6093,0.025189670006138143,0.12661748923136418,0.10318572976409987,23710,1
male,Etanercept,KEGG,hsa00330,Arginine and proline metabolism,1/5,37/6093,0.030005917410462213,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04727,GABAergic synapse,1/5,46/6093,0.037194577421600816,0.12661748923136418,0.10318572976409987,23710,1
male,Etanercept,KEGG,hsa04156,Integrated stress response (ISR) signaling pathway,1/5,50/6093,0.04037582517618776,0.12661748923136418,0.10318572976409987,23710,1
male,Etanercept,KEGG,hsa04370,VEGF signaling pathway,1/5,53/6093,0.04275623799512396,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04512,ECM-receptor interaction,1/5,53/6093,0.04275623799512396,0.12661748923136418,0.10318572976409987,9899,1
male,Etanercept,KEGG,hsa04115,p53 signaling pathway,1/5,71/6093,0.05693971162752609,0.12661748923136418,0.10318572976409987,83667,1
male,Etanercept,KEGG,hsa04211,Longevity regulating pathway,1/5,75/6093,0.060068641649025145,0.12661748923136418,0.10318572976409987,83667,1
male,Etanercept,KEGG,hsa04933,AGE-RAGE signaling pathway in diabetic complications,1/5,79/6093,0.06318926110457734,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04915,Estrogen signaling pathway,1/5,89/6093,0.07095455967698638,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04066,HIF-1 signaling pathway,1/5,91/6093,0.07250142162447659,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04931,Insulin resistance,1/5,92/6093,0.07327407955381326,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04926,Relaxin signaling pathway,1/5,93/6093,0.07404622246370018,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04137,Mitophagy - animal,1/5,100/6093,0.0794368239083193,0.12661748923136418,0.10318572976409987,23710,1
male,Etanercept,KEGG,hsa04611,Platelet activation,1/5,106/6093,0.0840373305720924,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04371,Apelin signaling pathway,1/5,107/6093,0.08480229020916241,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04921,Oxytocin signaling pathway,1/5,111/6093,0.0878570196611338,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04068,FoxO signaling pathway,1/5,114/6093,0.09014270936844926,0.12661748923136418,0.10318572976409987,23710,1
male,Etanercept,KEGG,hsa05418,Fluid shear stress and atherosclerosis,1/5,115/6093,0.09090358684848898,0.12661748923136418,0.10318572976409987,4846,1
male,Etanercept,KEGG,hsa04071,Sphingolipid signaling pathway,1/5,116/6093,0.09166395521010806,0.12661748923136418,0.10318572976409987,4846,1
